No,Nama Satker,Nomor Rekening,Nama Rekening,Tanggal Transaksi Terakhir,Saldo Akhir,Saldo Telah Menjadi Hak Negara,Saldo Rekening Antara untuk menampung pembayaran dari negara,Saldo Belum/tidak menjadi hak negara
1738.0,PENGADILAN MILITER  III   12 DI SURABAYA,653256633141000                                                                                                                                                                                                                                 ,BPG 135 DILMIL III 12 SBY,31/07/2024,0.0,0.0,0.0,0.0
1739.0,PENGADILAN MILITER  III   12 DI SURABAYA,651556633151000                                                                                                                                                                                                                                 ,BPG 135 DILMIL III 12 SBY,31/07/2024,0.0,0.0,0.0,0.0
1740.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0591901000                                                                                                                                                                                                                                      ,BPG 135 DINAS KP PROV JATIM,31/07/2024,0.0,0.0,0.0,0.0
1741.0,DINAS PETERNAKAN PROVINSI JAWA TIMUR,9890780591861000                                                                                                                                                                                                                                ,BPG 135 DINAS PETERNAKAN JATIM (059186),31/07/2024,0.0,0.0,0.0,0.0
1742.0,DINAS PENANAMAN MODAL DAN PELAYANAN TEADU SATU PINTU PROVINSI JAWA TIMUR,9890244841531000                                                                                                                                                                                                                                ,BPG 135 DINAS PMPTSP JATIM,31/07/2024,0.0,0.0,0.0,0.0
1743.0,DINAS KESEHATAN PROVINSI JAWA TIMUR,0500091000,BPG 135 DINKES JATIM 01,31/07/2024,10000000000.0,0.0,0.0,0.0
1744.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,0500401000,BPG 135 DIPERTA DAN KP 050040,31/07/2024,1000000000.0,0.0,0.0,0.0
1745.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120590001000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059000,31/07/2024,167450000.0,0.0,0.0,0.0
1746.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120590041000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059004,31/07/2024,0.0,0.0,0.0,0.0
1747.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591061000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059106,31/07/2024,7233015000.0,0.0,0.0,0.0
1748.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591781000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059178,31/07/2024,2645300000.0,0.0,0.0,0.0
1749.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591791000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059179,31/07/2024,2000000000.0,0.0,0.0,0.0
1750.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591851000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059185,31/07/2024,4287080000.0,0.0,0.0,0.0
1751.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120594441000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059444,31/07/2024,0.0,0.0,0.0,0.0
1752.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591871000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM (059187),31/07/2024,400000000.0,0.0,0.0,0.0
1753.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591141000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM 05DK,31/07/2024,133200000.0,0.0,0.0,0.0
1754.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591801000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM 05TP,31/07/2024,7979400000.0,0.0,0.0,0.0
1755.0,DINAS KOPERASI. UKM. PERINDUSTRIAN DAN PERDAGANGAN KAB. GRESIK,9890770501491000                                                                                                                                                                                                                                ,BPG 135 DISKUMPERDAG KAB GRESIK,31/07/2024,0.0,0.0,0.0,0.0
1756.0,DISTRIK NAVIGASI SURABAYA,8100124129511000                                                                                                                                                                                                                                ,BPG 135 DISNAVKELAS I SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1757.0,DINAS PERINDUSTRIAN. PERDAGANGAN DAN KOPERASI PROVINSI JAWA TIMUR,8100120591121000                                                                                                                                                                                                                                ,BPG 135 DISPERINDAG JATIM 02,31/07/2024,0.0,0.0,0.0,0.0
1758.0,DINAS PERINDUSTRIAN. PERDAGANGAN DAN KOPERASI PROVINSI JAWA TIMUR,8100120590251000,BPG 135 DISPERINDAG JATIM 03,31/07/2024,0.0,0.0,0.0,0.0
1759.0,DITINTELKAM POLDA JATIM,8100126439161000                                                                                                                                                                                                                                ,BPG 135 DIT INTELKAM POLDA JATIM,31/07/2024,39161400000.0,0.0,0.0,0.0
1760.0,DITBINMAS POLDA JATIM,8100126766301000                                                                                                                                                                                                                                ,BPG 135 DITBINMAS POLDA JATIM,31/07/2024,2647300000.0,0.0,0.0,0.0
1761.0,DITLANTAS POLDA JATIM,8100126439411000                                                                                                                                                                                                                                ,BPG 135 DITLANTAS POLDA JATIM,31/07/2024,0.0,0.0,0.0,0.0
1762.0,DITPAMOBVIT POLDA JAWA TIMUR,8100126796001000                                                                                                                                                                                                                                ,BPG 135 DITPAMOBVIT POLDA JATIM,31/07/2024,24864400000.0,0.0,0.0,0.0
1763.0,DITPOLAIRUD POLDA JATIM,652376440191000                                                                                                                                                                                                                                 ,BPG 135 DITPOLAIR POLDA JATIM,31/07/2024,168491700.0,0.0,0.0,0.0
1764.0,DITRESKRIMSUS POLDA JATIM,8100126786471000                                                                                                                                                                                                                                ,BPG 135 DITRESKRIMSUS POLDA JATIM,31/07/2024,0.0,0.0,0.0,0.0
1765.0,DITRESKRIMUM POLDA JATIM,8100126439201000                                                                                                                                                                                                                                ,BPG 135 DITRESKRIMUM POLDA JATIM,31/07/2024,280253441200.0,0.0,0.0,0.0
1766.0,DITSAMAPTA POLDA JATIM,8100126439371000                                                                                                                                                                                                                                ,BPG 135 DITSHABARA POLDA JATIM,31/07/2024,10578218000.0,0.0,0.0,0.0
1767.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,8100120500641000                                                                                                                                                                                                                                ,BPG 135 DKP PROV JATIM 01 DK,31/07/2024,0.0,0.0,0.0,0.0
1768.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590301000                                                                                                                                                                                                                                      ,BPG 135 DNS KLT&PRK JATIM 03DK,31/07/2024,0.0,0.0,0.0,0.0
1769.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590311000                                                                                                                                                                                                                                      ,BPG 135 DNS KLTN&PRK JATIM 04DK,31/07/2024,0.0,0.0,0.0,0.0
1770.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590331000                                                                                                                                                                                                                                      ,BPG 135 DNS KLTN&PRKN JATIM 06,31/07/2024,0.0,0.0,0.0,0.0
1771.0,DINAS PETERNAKAN PROVINSI JAWA TIMUR,80047000591811000                                                                                                                                                                                                                               ,BPG 135 DNS PETERNAKAN JATIM 06 TP,31/07/2024,0.0,0.0,0.0,0.0
1772.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,654236907031000,BPG 135 DPKP PROV JATIM,31/07/2024,35000000000.0,0.0,0.0,0.0
1773.0,ITWASDA POLDA JATIM,8100126786121000,BPG 135 ITWASDA POLDA JATIM,31/07/2024,2544585000.0,0.0,0.0,0.0
1774.0,KANTOR IMIGRASI KELAS I TANJUNG PERAK,9898014089531000                                                                                                                                                                                                                                ,BPG 135 KANIM TANJUNG PERAK SBY,31/07/2024,7258790800.0,0.0,0.0,0.0
1775.0,UNIT PENYELENGGARA PELABUHAN BAWEAN,650694136891000                                                                                                                                                                                                                                 ,BPG 135 KANPEL BAWEAN JATIM,31/07/2024,0.0,0.0,0.0,0.0
1776.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650894087531000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408753,31/07/2024,10968500000.0,0.0,0.0,0.0
1777.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650924087541000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408754,31/07/2024,0.0,0.0,0.0,0.0
1778.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650854087551000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408755,31/07/2024,2555947800.0,0.0,0.0,0.0
1779.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650474087561000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408756,31/07/2024,0.0,0.0,0.0,0.0
1780.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,651064087571000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408757,31/07/2024,0.0,0.0,0.0,0.0
1781.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653984087581000,BPG 135 KANWIL KEMENKUMHAM JATIM 408758,31/07/2024,0.0,0.0,0.0,0.0
1782.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653574087591000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408759,31/07/2024,3938346200.0,0.0,0.0,0.0
1783.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653204087601000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408760,31/07/2024,0.0,0.0,0.0,0.0
1784.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,9890854087511000                                                                                                                                                                                                                                ,BPG 135 KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,31/07/2024,1791782500.0,0.0,0.0,0.0
1785.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,652594178221000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417822,31/07/2024,1641090000.0,0.0,0.0,0.0
1786.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,653004178251000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417825,31/07/2024,4627316500.0,0.0,0.0,0.0
1787.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,652734178261000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417826,31/07/2024,3300000000.0,0.0,0.0,0.0
1788.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,653594178301000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417830,31/07/2024,207356200.0,0.0,0.0,0.0
1789.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652594178161000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417816,31/07/2024,783873400.0,0.0,0.0,0.0
1790.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653004178171000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417817,31/07/2024,2772776300.0,0.0,0.0,0.0
1791.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652734178181000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417818,31/07/2024,930000000.0,0.0,0.0,0.0
1792.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653614178191000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417819,31/07/2024,0.0,0.0,0.0,0.0
1793.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,651814178201000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417820,31/07/2024,0.0,0.0,0.0,0.0
1794.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653624178211000,BPG 135 KEMENAG SBY 417821,31/07/2024,0.0,0.0,0.0,0.0
1795.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,651884178231000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417823,31/07/2024,0.0,0.0,0.0,0.0
1796.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,653584178241000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417824,31/07/2024,989593800.0,0.0,0.0,0.0
1797.0,KODIM 0830 REM  084 /SURABAYA UTARA,652816850541000                                                                                                                                                                                                                                 ,BPG 135 KODIM 0830/SURABAYA UTARA,31/07/2024,73530000000.0,0.0,0.0,0.0
1798.0,KODIM 0831 REM  084 /SURABAYA TIMUR,652816850551000                                                                                                                                                                                                                                 ,BPG 135 KODIM 0831/SURABAYA TIMUR,31/07/2024,105870001400.0,0.0,0.0,0.0
1799.0,KODIM 0832 / SURABAYA SELATAN,652816850571000                                                                                                                                                                                                                                 ,BPG 135 KODIM 0832/SURABAYA SELATAN,31/07/2024,89335400000.0,0.0,0.0,0.0
1800.0,KOGARTAP III/SBY,8100126843351000                                                                                                                                                                                                                                ,BPG 135 KOGARTAP III/SBY,31/07/2024,0.0,0.0,0.0,0.0
1801.0,KOREM 084/W DAM V/BRW,652813442811000                                                                                                                                                                                                                                 ,BPG 135 KOREM 084/BJ,31/07/2024,867358430000.0,0.0,0.0,0.0
1802.0,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN GRESIK,9890274129051000                                                                                                                                                                                                                                ,BPG 135 KSOP GRESIK,31/07/2024,6045380000.0,0.0,0.0,0.0
1803.0,KANTOR KESYAHBANDARAN UTAMA TANJUNG PERAK,9890274134281000                                                                                                                                                                                                                                ,BPG 135 KSOP UTAMA TG PERAK SBY,31/07/2024,18849096900.0,0.0,0.0,0.0
1804.0,LABFOR CAB SURABAYA,8100126440511000                                                                                                                                                                                                                                ,BPG 135 LABFOR CAB SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1805.0,LANUD MULYONO,651663448401000                                                                                                                                                                                                                                 ,BPG 135 LANUD SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1806.0,MADRASAH ALIYAH NEGERI 1 GRESIK KAB. GRESIK,652734258401000                                                                                                                                                                                                                                 ,BPG 135 MAN 1 GRESIK,31/07/2024,3274200000.0,0.0,0.0,0.0
1807.0,MADRASAH ALIYAH NEGERI 2 GRESIK KAB. GRESIK,8100545989861000                                                                                                                                                                                                                                ,BPG 135 MAN 2 GRESIK,31/07/2024,3900000000.0,0.0,0.0,0.0
1808.0,MADRASAH ALIYAH NEGERI SURABAYA KOTA SURABAYA,8100124238431000                                                                                                                                                                                                                                ,BPG 135 MAN SURABAYA,31/07/2024,3599659300.0,0.0,0.0,0.0
1809.0,MADRASAH TSANAWIYAH NEGERI SURABAYA I KOTA SURABAYA,652734257151000                                                                                                                                                                                                                                 ,BPG 135 MTS N 1 SBY,31/07/2024,2998266000.0,0.0,0.0,0.0
1810.0,MADRASAH TSANAWIYAH NEGERI 4 KOTA SURABAYA,8100126055081000                                                                                                                                                                                                                                ,BPG 135 MTS NEGERI 4 KOTA SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1811.0,MADRASAH TSANAWIYAH NEGERI 3 SURABAYA KOTA SURABAYA,652735736031000                                                                                                                                                                                                                                 ,BPG 135 MTSN 3 KOTA SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1812.0,MADRASAH TSANAWIYAH NEGERI GRESIK KAB. GRESIK,8100544257211000                                                                                                                                                                                                                                ,BPG 135 MTSN GRESIK,31/07/2024,3600000000.0,0.0,0.0,0.0
1813.0,MADRASAH TSANAWIYAH NEGERI SURABAYA II KOTA SURABAYA,8100124257771000                                                                                                                                                                                                                                ,BPG 135 MTSN II SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1814.0,PENGADILAN AGAMA BAWEAN,653254012871000                                                                                                                                                                                                                                 ,BPG 135 PA BAWEAN 01,31/07/2024,0.0,0.0,0.0,0.0
1815.0,PALDAM V/BRW,652813442661000                                                                                                                                                                                                                                 ,BPG 135 PALDAM V/BRAWIJAYA,31/07/2024,0.0,0.0,0.0,0.0
1816.0,PENGADILAN AGAMA BAWEAN,651544012881000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN AGAMA BAWEAN 04,31/07/2024,0.0,0.0,0.0,0.0
1817.0,PENGADILAN AGAMA GRESIK,653244012931000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN AGAMA GRESIK,31/07/2024,0.0,0.0,0.0,0.0
1818.0,PENGADILAN AGAMA GRESIK,651544012941000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN AGAMA GRESIK 04,31/07/2024,0.0,0.0,0.0,0.0
1819.0,PENGADILAN AGAMA SURABAYA,653244012401000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN AGAMA SURABAYA QQ 01,31/07/2024,0.0,0.0,0.0,0.0
1820.0,PENGADILAN AGAMA SURABAYA,653194012411000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN AGAMA SURABAYA QQ 04,31/07/2024,350000000.0,0.0,0.0,0.0
1821.0,PENGADILAN NEGERI GRESIK,653240981501000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN NEGERI GRESIK 01,31/07/2024,0.0,0.0,0.0,0.0
1822.0,PENGADILAN NEGERI GRESIK,654440991381000                                                                                                                                                                                                                                 ,BPG 135 PENGADILAN NEGERI GRESIK 03,31/07/2024,0.0,0.0,0.0,0.0
1823.0,PENGADILAN MILITER  TINGGI III DI SURABAYA,653246633001000                                                                                                                                                                                                                                 ,BPG 135 PM TINGGI III SBY,31/07/2024,0.0,0.0,0.0,0.0
1824.0,PENGADILAN MILITER  TINGGI III DI SURABAYA,651556633011000                                                                                                                                                                                                                                 ,BPG 135 PM TINGGI III SBY,31/07/2024,0.0,0.0,0.0,0.0
1825.0,PENGADILAN NEGERI SURABAYA,653240981111000                                                                                                                                                                                                                                 ,BPG 135 PN SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1826.0,PENGADILAN NEGERI SURABAYA,654440991331000                                                                                                                                                                                                                                 ,BPG 135 PN SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1827.0,POLRES GRESIK,8100126444591000                                                                                                                                                                                                                                ,BPG 135 POLRES GRESIK,31/07/2024,700000000000.0,0.0,0.0,0.0
1828.0,POLRES PELABUHAN TANJUNG PERAK,652506444911000                                                                                                                                                                                                                                 ,BPG 135 POLRES PELABUHAN TANJUNG PERAK,31/07/2024,377004078000.0,0.0,0.0,0.0
1829.0,POLRESTABES SURABAYA,8100126440651000                                                                                                                                                                                                                                ,BPG 135 POLRESTABES SURABAYA,31/07/2024,1634660265300.0,0.0,0.0,0.0
1830.0,POLITEKNIK PENERBANGAN SURABAYA,8100125261811000                                                                                                                                                                                                                                ,BPG 135 POLTEKBANG SURABAYA,31/07/2024,8839302900.0,0.0,0.0,0.0
1831.0,POLITEKNIK KESEHATAN SURABAYA,9896686375881000                                                                                                                                                                                                                                ,BPG 135 POLTEKKES SBY,31/07/2024,11999107300.0,0.0,0.0,0.0
1832.0,POLITEKNIK PELAYARAN SURABAYA,9891465319541000                                                                                                                                                                                                                                ,BPG 135 POLTEKPEL SURABAYA,31/07/2024,0.0,0.0,0.0,0.0
1833.0,DINAS PERINDUSTRIAN DAN PERDAGANGAN JAWA TIMUR,8100120590291000                                                                                                                                                                                                                                ,BPG 135 PPIKM DISPERINDAG JATIM,31/07/2024,0.0,0.0,0.0,0.0
1834.0,PANGKALAN PENJAGAAN LAUT DAN PANTAI SURABAYA,650695358411000                                                                                                                                                                                                                                 ,BPG 135 PPLP TANJUNG PERAK SBY,31/07/2024,0.0,0.0,0.0,0.0
1835.0,PENGADILAN TINGGI SURABAYA,653240981041000                                                                                                                                                                                                                                 ,BPG 135 PT SBY 098104,31/07/2024,1753280100.0,0.0,0.0,0.0
1836.0,PENGADILAN TINGGI SURABAYA,654440991321000                                                                                                                                                                                                                                 ,BPG 135 PT SBY 099132,31/07/2024,3800500000.0,0.0,0.0,0.0
1837.0,PENGADILAN TINGGI TATA USAHA NEGARA SURABAYA,653255489401000                                                                                                                                                                                                                                 ,BPG 135 PT TUN SBY 01,31/07/2024,0.0,0.0,0.0,0.0
1838.0,PENGADILAN TINGGI TATA USAHA NEGARA SURABAYA,651555489411000,BPG 135 PT TUN SBY 05,31/07/2024,0.0,0.0,0.0,0.0
1839.0,PENGADILAN TINGGI AGAMA SURABAYA,653243081701000                                                                                                                                                                                                                                 ,BPG 135 PTA SURABAYA QQ 01,31/07/2024,435151800.0,0.0,0.0,0.0
1840.0,PENGADILAN TINGGI AGAMA SURABAYA,651543091251000,BPG 135 PTA SURABAYA QQ 04,31/07/2024,0.0,0.0,0.0,0.0
1841.0,WINGDIK 700/HANUD,651663448151000                                                                                                                                                                                                                                 ,BPG 135 PUSDIKLAT HANUDNAS,31/07/2024,0.0,0.0,0.0,0.0
1842.0,PUSAT VETERINER FARMA SURABAYA,8100122375511000                                                                                                                                                                                                                                ,BPG 135 PUSVETMA SBY,31/07/2024,0.0,0.0,0.0,0.0
1843.0,RORENA POLDA JATIM,8100126786261000                                                                                                                                                                                                                                ,BPG 135 RORENA POLDA JATIM,31/07/2024,1000000000.0,0.0,0.0,0.0
1844.0,RO SDM POLDA JATIM,8100126439621000                                                                                                                                                                                                                                ,BPG 135 ROSDM POLDA JATIM,31/07/2024,5360605000.0,0.0,0.0,0.0
1845.0,RRI SURABAYA,652457001631000                                                                                                                                                                                                                                 ,"BPG 135 RRI 
SURABAYA",31/07/2024,2754695100.0,0.0,0.0,0.0
1846.0,RUMKIT BHAYANGKARA MOCH DAHLAN SURABAYA,652370551371000                                                                                                                                                                                                                                 ,BPG 135 RS BHAYANGKARA M DAHLAN SBY,31/07/2024,0.0,0.0,0.0,0.0
1847.0,RUMAH DETENSI IMIGRASI SURABAYA,8100126646331000                                                                                                                                                                                                                                ,BPG 135 RUDENIM SURABAYA,31/07/2024,6142000200.0,0.0,0.0,0.0
1848.0,RUMKIT BHAYANGKARA SURABAYA,652506511351000                                                                                                                                                                                                                                 ,BPG 135 RUMKIT BHAYANGKARA SBY 651135,31/07/2024,20899329500.0,0.0,0.0,0.0
1849.0,RUMAH TAHANAN NEGARA GRESIK,650925678691000                                                                                                                                                                                                                                 ,BPG 135 RUTAN GRESIK,31/07/2024,0.0,0.0,0.0,0.0
1850.0,SEKRETARIAT DAERAH PROVINSI JAWA TIMUR,0011204619                                                                                                                                                                                                                                      ,BPG 135 SETDA JATIM 04,31/07/2024,0.0,0.0,0.0,0.0
1851.0,SPRIPIM POLDA JATIM,8100126438801000                                                                                                                                                                                                                                ,BPG 135 SPRIPIM POLDA JATIM,31/07/2024,0.0,0.0,0.0,0.0
1852.0,STASIUN METEOROLOGI MARITIM PERAK II   SURABAYA,9890922890051000                                                                                                                                                                                                                                ,BPG 135 STAMET MRTM TJPERAK,31/07/2024,0.0,0.0,0.0,0.0
1853.0,STASIUN METEOROLOGI SANGKAPURA   GRESIK,652564369051000                                                                                                                                                                                                                                 ,BPG 135 STAMET SANGAKAPR BAWEAN,31/07/2024,0.0,0.0,0.0,0.0
1854.0,STASIUN KARANTINA PERTANIAN KELAS II BANGKALAN,8100125673711000                                                                                                                                                                                                                                ,BPG 135 STAS KARANTN PERTAN BANGKALAN,31/07/2024,0.0,0.0,0.0,0.0
1855.0,TVRI STASIUN JAWA TIMUR,651977002191000                                                                                                                                                                                                                                 ,BPG 135 TVRI STASIUN JAWA TIMUR,31/07/2024,6507693600.0,0.0,0.0,0.0
1856.0,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,80060004237701000,BPG 135 UIN SUNAN AMPEL SURABAYA,31/07/2024,12699741800.0,0.0,0.0,0.0
1857.0,YANMA POLDA JATIM,8100126439021000                                                                                                                                                                                                                                ,BPG 135 YANMA POLDA JATIM,31/07/2024,0.0,0.0,0.0,0.0
1858.0,ZIDAM V/BRW,652813442641000                                                                                                                                                                                                                                 ,BPG 135 ZIDAM V/BRAWIJAYA,31/07/2024,3414000000.0,0.0,0.0,0.0
1859.0,DITRESNARKOBA POLDA JATIM,8100126511771000                                                                                                                                                                                                                                ,BPG135 DITRESNARKOBA POLDA JATIM,31/07/2024,29930300000.0,0.0,0.0,0.0
1860.0,DEPERINDAG JATIM,8100126907471000,BPG 135 DINPERINDAG JATIM ,31/07/2024,0.0,0.0,0.0,0.0
1861.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,8100126909291000,BPG 135 DKP PROV JATIM,31/07/2024,136000000.0,0.0,0.0,0.0
1862.0,DINAS KESEHATAN PROVINSI JAWA TIMUR,0500091002                                                                                                                                                                                                                                      ,BPP 135 DINKES JATIM 01 JKN,31/07/2024,16988007800.0,0.0,0.0,0.0
1863.0,DINAS KESEHATAN PROVINSI JAWA TIMUR,500091001,BPP 135 DINKES JATIM 01 KESMAS,31/07/2024,11297287800.0,0.0,0.0,0.0
1864.0,DINAS KESEHATAN PROVINSI JAWA TIMUR,500091004,BPP 135 DINKES JATIM 01 LATVOK,31/07/2024,22194107800.0,0.0,0.0,0.0
1865.0,DINAS KESEHATAN PROVINSI JAWA TIMUR,500091003,BPP 135 DINKES JATIM 01 P3,31/07/2024,25914607800.0,0.0,0.0,0.0
1866.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652744178181001                                                                                                                                                                                                                                 ,BPP 135 MIN 1 SURABAYA,31/07/2024,4000000000.0,0.0,0.0,0.0
1867.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652744178181002                                                                                                                                                                                                                                 ,BPP 135 MIN 2 SURABAYA,31/07/2024,5955000000.0,0.0,0.0,0.0
1868.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,1420075668888,L 135 BBLABKES UNTUK OPS P,31/07/2024,0.0,0.0,0.0,0.0
1869.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,1420050738888,L 135 BLU BBLABKES UNTUK PKD,31/07/2024,0.0,0.0,0.0,0.0
1870.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,1420033377762,L 135 BLU BBLKM SURABAYA UNTUK OPS,31/07/2024,0.0,0.0,0.0,0.0
1871.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,1420044477767                                                                                                                                                                                                                                   ,L 135 BLU BBLKM SURABAYA UNTUK OPS,31/07/2024,0.0,0.0,0.0,0.0
1872.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,1420206436569                                                                                                                                                                                                                                   ,L 135 BLU BBLKM SURABAYA UNTUK PKD,31/07/2024,0.0,0.0,0.0,0.0
1873.0,BARISTAND INDUSTRI SURABAYA,2023555566                                                                                                                                                                                                                                      ,L 135 BLU BSPJI SURABAYA UNTUK DK,31/07/2024,0.0,0.0,0.0,0.0
1874.0,BARISTAND INDUSTRI SURABAYA,2023312023                                                                                                                                                                                                                                      ,L 135 BLU BSPJI SURABAYA UNTUK OPS KEL,31/07/2024,0.0,0.0,0.0,0.0
1875.0,BARISTAND INDUSTRI SURABAYA,2023192000                                                                                                                                                                                                                                      ,L 135 BLU BSPJI SURABAYA UNTUK OPS PNR,31/07/2024,0.0,0.0,0.0,0.0
1876.0,POLITEKNIK KESEHATAN SURABAYA,7800077881                                                                                                                                                                                                                                      ,L 135 BLU POLTEKKES SBY UNTUK DK,31/07/2024,0.0,0.0,0.0,0.0
1877.0,POLITEKNIK KESEHATAN SURABAYA,1345838227                                                                                                                                                                                                                                      ,L 135 BLU POLTEKKES SBY UNTUK OPS,31/07/2024,0.0,0.0,0.0,0.0
